App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,New_size,New_version,Income,Installs_log,Reviews_log,Price_log,Income_log,New_size_log,Action,Adventure,Arcade,Board,Card,Casino,Casual,Music,Puzzle,Racing,Role Playing,Simulation,Sports,Strategy,Trivia,Word
Toon Blast,GAME,4.7,1351089,Varies with device,10000000.0,Free,0.0,Everyone,Puzzle,2018-07-30,3196,4.1 and up,,4.1,0.0,16.11809565095832,14.116421491900587,0.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Love Balls,GAME,4.2,360630,40M,50000000.0,Free,0.0,Everyone,Puzzle,2018-07-31,1.2.7,4.1 and up,40960.0,4.1,0.0,17.72753356339242,12.79560778096641,0.0,0.0,10.62035125971339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Granny,GAME,4.5,1137267,59M,50000000.0,Free,0.0,Teen,Arcade,2018-05-29,1.4.0.1,4.0 and up,60416.0,4.0,0.0,17.72753356339242,13.944138573660819,0.0,0.0,11.009009249505173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Ball Pool,GAME,4.5,14200344,52M,100000000.0,Free,0.0,Everyone,Sports,2018-07-31,4.0.0,4.0.3 and up,53248.0,4.0.3,0.0,18.420680743952367,16.468776747630173,0.0,0.0,10.882715524180881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
slither.io,GAME,4.4,5234810,Varies with device,100000000.0,Free,0.0,Everyone,Action,2017-11-14,Varies with device,2.3 and up,,2.3,0.0,18.420680743952367,15.470841107454294,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungry Shark Evolution,GAME,4.5,6074334,100M,100000000.0,Free,0.0,Teen,Arcade,2018-07-25,6.0.0,4.1 and up,102400.0,4.1,0.0,18.420680743952367,15.61958291155149,0.0,0.0,11.536641991587544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Tiles 3,GAME,4.5,592282,Varies with device,50000000.0,Free,0.0,Everyone,Music,2018-08-03,5.13.007,4.1 and up,,4.1,0.0,17.72753356339242,13.291738151798207,0.0,0.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bowmasters,GAME,4.7,1535084,Varies with device,50000000.0,Free,0.0,Teen,Action,2018-07-23,2.12.5,4.1 and up,,4.1,0.0,17.72753356339242,14.244095660633215,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piano Tiles 2™,GAME,4.7,8118880,Varies with device,100000000.0,Free,0.0,Everyone,Arcade,2018-08-03,3.1.0.226,4.1 and up,,4.1,0.0,18.420680743952367,15.909702771590018,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokémon GO,GAME,4.1,10424925,85M,100000000.0,Free,0.0,Everyone,Adventure,2018-07-23,0.111.3,4.4 and up,87040.0,4.4,0.0,18.420680743952367,16.159710131378656,0.0,0.0,11.374123062089769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wordscapes,GAME,4.8,230727,87M,10000000.0,Free,0.0,Everyone,Word,2018-08-02,1.0.47,4.1 and up,89088.0,4.1,0.0,16.11809565095832,12.348990472424305,0.0,0.0,11.397379924254038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paint Hit,GAME,4.4,37023,33M,10000000.0,Free,0.0,Everyone,Casual,2018-07-06,5.200,5.0 and up,33792.0,5.0,0.0,16.11809565095832,10.519294620121293,0.0,0.0,10.427979367065934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Snake VS Block,GAME,4.2,422244,32M,50000000.0,Free,0.0,Teen,Arcade,2018-04-23,1.24,4.1 and up,32768.0,4.1,0.0,17.72753356339242,12.953338624977615,0.0,0.0,10.39720770839918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolly Vortex,GAME,4.4,98123,40M,10000000.0,Free,0.0,Teen,Arcade,2018-05-25,1.7.0,4.1 and up,40960.0,4.1,0.0,16.11809565095832,11.493977072711385,0.0,0.0,10.62035125971339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Woody Puzzle,GAME,4.7,21262,29M,1000000.0,Free,0.0,Everyone,Puzzle,2018-08-03,1.0.9,4.4 and up,29696.0,4.4,0.0,13.815510557964274,9.964676720848551,0.0,0.0,10.298767635585927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stack Jump,GAME,4.3,118253,40M,10000000.0,Free,0.0,Teen,Arcade,2018-05-03,1.4.6,4.1 and up,40960.0,4.1,0.0,16.11809565095832,11.680581676011226,0.0,0.0,10.62035125971339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color by Number – New Coloring Book,GAME,4.7,141529,24M,5000000.0,Free,0.0,Everyone 10+,Board,2018-08-01,2.0.6,4.1 and up,24576.0,4.1,0.0,15.424948470398375,11.860259922063129,0.0,0.0,10.1095256359474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Cube,GAME,4.2,70226,38M,5000000.0,Free,0.0,Everyone,Arcade,2018-07-25,1.2.9,4.1 and up,38912.0,4.1,0.0,15.424948470398375,11.159473891814098,0.0,0.0,10.56905796532584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Extreme Car Driving Simulator,GAME,4.3,2251012,52M,100000000.0,Free,0.0,Everyone,Racing,2018-05-03,4.17.2,4.0 and up,53248.0,4.0,0.0,18.420680743952367,14.626890450838676,0.0,0.0,10.882715524180881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bricks n Balls,GAME,4.4,30253,Varies with device,1000000.0,Free,0.0,Everyone,Casual,2018-08-05,1.0.1.049,4.1 and up,,4.1,0.0,13.815510557964274,10.317350632095335,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Fish Master!,GAME,4.1,15763,54M,1000000.0,Free,0.0,Everyone,Arcade,2018-07-17,1.6,4.1 and up,55296.0,4.1,0.0,13.815510557964274,9.665420700626543,0.0,0.0,10.920455852163727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Color Road,GAME,4.1,84911,71M,10000000.0,Free,0.0,Everyone,Arcade,2018-07-19,2.5.0,4.1 and up,72704.0,4.1,0.0,16.11809565095832,11.349358928099893,0.0,0.0,11.194151682640769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Draw In,GAME,4.2,46416,73M,10000000.0,Free,0.0,Everyone,Arcade,2018-07-23,1.0.8,4.1 and up,74752.0,4.1,0.0,16.11809565095832,10.745399506361185,0.0,0.0,11.221931246747845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLANK!,GAME,4.7,7196,38M,500000.0,Free,0.0,Everyone,Arcade,2018-07-17,1.0.2,4.3 and up,38912.0,4.3,0.0,13.122363377404328,8.881280595070423,0.0,0.0,10.56905796532584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Looper!,GAME,4.6,48256,62M,1000000.0,Free,0.0,Everyone,Puzzle,2018-07-20,1.2.0,4.1 and up,63488.0,4.1,0.0,13.815510557964274,10.784275451367629,0.0,0.0,11.058606190644545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trivia Crack,GAME,4.5,6427773,95M,100000000.0,Free,0.0,Everyone,Trivia,2018-08-03,2.79.0,4.1 and up,97280.0,4.1,0.0,18.420680743952367,15.676138690965821,0.0,0.0,11.485348697199994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Will it Crush?,GAME,3.1,25825,16M,5000000.0,Free,0.0,Everyone,Simulation,2018-05-22,1.3.3,4.4 and up,16384.0,4.4,0.0,15.424948470398375,10.159098293987839,0.0,0.0,9.704060527839234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tomb of the Mask,GAME,4.1,55380,39M,5000000.0,Free,0.0,Everyone,Action,2018-07-24,1.2.1,5.0 and up,39936.0,5.0,0.0,15.424948470398375,10.921973796724952,0.0,0.0,10.5950334517291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baseball Boy!,GAME,3.4,148177,78M,10000000.0,Free,0.0,Everyone,Arcade,2018-07-27,1.7.2,4.1 and up,79872.0,4.1,0.0,16.11809565095832,11.906162784118516,0.0,0.0,11.288180632289045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBG MOBILE,GAME,4.4,3715656,36M,50000000.0,Free,0.0,Teen,Action,2018-07-24,0.7.0,4.3 and up,36864.0,4.3,0.0,17.72753356339242,15.12806580197198,0.0,0.0,10.514990744055563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Episode - Choose Your Story,GAME,4.3,1841061,Varies with device,50000000.0,Free,0.0,Teen,Simulation,2018-07-31,Varies with device,Varies with device,,0,0.0,17.72753356339242,14.425852593832504,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hello Stars,GAME,4.6,101686,31M,10000000.0,Free,0.0,Everyone,Puzzle,2018-08-04,1.8.2,4.1 and up,31744.0,4.1,0.0,16.11809565095832,11.529644912776996,0.0,0.0,10.3654590100846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Run Sausage Run!,GAME,4.4,275447,Varies with device,10000000.0,Free,0.0,Everyone 10+,Arcade,2018-08-01,Varies with device,4.1 and up,,4.1,0.0,16.11809565095832,12.52615051157272,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tank Stars,GAME,4.3,174755,98M,10000000.0,Free,0.0,Everyone 10+,Arcade,2018-07-11,1.1.1,5.0 and up,100352.0,5.0,0.0,16.11809565095832,12.071140271990023,0.0,0.0,11.516439284270025,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Castle Clash: Heroes of the Empire US,GAME,4.6,4578476,24M,50000000.0,Free,0.0,Everyone 10+,Strategy,2018-07-17,1.4.51,4.1 and up,24576.0,4.1,0.0,17.72753356339242,15.336876749624736,0.0,0.0,10.1095256359474,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hole.io,GAME,4.2,145353,85M,10000000.0,Free,0.0,Teen,Arcade,2018-07-24,1.3.1,4.1 and up,87040.0,4.1,0.0,16.11809565095832,11.886920545608906,0.0,0.0,11.374123062089769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Helix Jump,GAME,4.2,1499373,33M,100000000.0,Free,0.0,Everyone,Action,2018-04-09,1.0.6,4.1 and up,33792.0,4.1,0.0,18.420680743952367,14.220557578686085,0.0,0.0,10.427979367065934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini Golf King - Multiplayer Game,GAME,4.5,531458,100M,5000000.0,Free,0.0,Everyone,Sports,2018-07-20,3.04.1,4.0.3 and up,102400.0,4.0.3,0.0,15.424948470398375,13.183379452004889,0.0,0.0,11.536641991587544,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PUBG MOBILE,GAME,4.4,3714270,36M,50000000.0,Free,0.0,Teen,Action,2018-07-24,0.7.0,4.3 and up,36864.0,4.3,0.0,17.72753356339242,15.127692716152263,0.0,0.0,10.514990744055563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flip the Gun - Simulator Game,GAME,4.2,195558,86M,10000000.0,Free,0.0,Everyone,Arcade,2018-07-26,1.2,5.0 and up,88064.0,5.0,0.0,16.11809565095832,12.18361228959999,0.0,0.0,11.385819101852961,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Skills BMX 2,GAME,4.5,29940,80M,1000000.0,Free,0.0,Everyone,Action,2018-07-26,1.1.4,4.1 and up,81920.0,4.1,0.0,13.815510557964274,10.30695065797362,0.0,0.0,11.313498440273335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,4.4,41975,79M,1000000.0,Free,0.0,Everyone,Racing,2018-07-19,3.00.11034,5.0 and up,80896.0,5.0,0.0,13.815510557964274,10.644829481945742,0.0,0.0,11.300919658066475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Word Link,GAME,4.6,216675,30M,10000000.0,Free,0.0,Everyone,Word,2018-08-01,2.2.7,4.1 and up,30720.0,4.1,0.0,16.11809565095832,12.286153814002546,0.0,0.0,10.332669187261608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Last Day on Earth: Survival,GAME,4.5,2311785,87M,10000000.0,Free,0.0,Teen,Action,2018-08-01,1.9.3,4.1 and up,89088.0,4.1,0.0,16.11809565095832,14.653530511370695,0.0,0.0,11.397379924254038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARVEL Strike Force,GAME,4.3,165888,91M,5000000.0,Free,0.0,Teen,Role Playing,2018-07-31,1.4.0,4.4 and up,93184.0,4.4,0.0,15.424948470398375,12.019068140831838,0.0,0.0,11.442331312116304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Partymasters - Fun Idle Game,GAME,4.6,541144,63M,10000000.0,Free,0.0,Teen,Arcade,2018-07-12,1.2.5,5.0 and up,64512.0,5.0,0.0,16.11809565095832,13.201440696162981,0.0,0.0,11.074606531990986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,Varies with device,10000000.0,Free,0.0,Teen,Adventure,2018-08-01,1.8.2,4.4 and up,,4.4,0.0,16.11809565095832,13.917444208621669,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Offroad Outlaws,GAME,4.4,29168,Varies with device,1000000.0,Free,0.0,Everyone,Racing,2018-05-29,2.0.1,4.1 and up,,4.1,0.0,13.815510557964274,10.280827496918445,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,95M,5000000.0,Free,0.0,Teen,Role Playing,2018-07-18,1.1.1,4.1 and up,97280.0,4.1,0.0,15.424948470398375,12.153583900033492,0.0,0.0,11.485348697199994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DRAGON BALL LEGENDS,GAME,4.6,337752,48M,5000000.0,Free,0.0,Teen,Action,2018-08-03,1.11.0,6.0 and up,49152.0,6.0,0.0,15.424948470398375,12.730067177344514,0.0,0.0,10.802672816507345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disney Heroes: Battle Mode,GAME,4.6,102107,Varies with device,5000000.0,Free,0.0,Everyone 10+,Strategy,2018-07-31,1.2.2,Varies with device,,0,0.0,15.424948470398375,11.533776562037675,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Homescapes,GAME,4.6,3093358,Varies with device,10000000.0,Free,0.0,Everyone,Casual,2018-07-13,1.8.0.900,4.0.3 and up,,4.0.3,0.0,16.11809565095832,14.94476779020041,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New YAHTZEE® With Buddies Dice Game,GAME,4.1,42079,93M,5000000.0,Free,0.0,Everyone,Board,2018-07-05,5.6.5,4.1 and up,95232.0,4.1,0.0,15.424948470398375,10.647304082870662,0.0,0.0,11.464071298752708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Word Crossy - A crossword game,GAME,4.5,240416,53M,5000000.0,Free,0.0,Everyone,Word,2018-08-01,2.2.3,4.0.3 and up,54272.0,4.0.3,0.0,15.424948470398375,12.390126035168887,0.0,0.0,10.901763719151575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MLB TAP SPORTS BASEBALL 2018,GAME,4.6,32506,82M,1000000.0,Free,0.0,Everyone,Sports,2018-06-27,1.2.1,4.2 and up,83968.0,4.2,0.0,13.815510557964274,10.389179966663121,0.0,0.0,11.338191052863706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hero Hunters,GAME,4.4,70747,99M,5000000.0,Free,0.0,Teen,Action,2018-07-31,1.7,4.4 and up,101376.0,4.4,0.0,15.424948470398375,11.166865411779604,0.0,0.0,11.526591655734043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49M,10000000.0,Free,0.0,Everyone,Arcade,2018-07-30,1.2.2,4.1 and up,50176.0,4.1,0.0,16.11809565095832,12.79056778820045,0.0,0.0,10.823292103710079,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,4.6,15403,25M,1000000.0,Free,0.0,Everyone,Casual,2018-08-02,1.8.1,4.1 and up,25600.0,4.1,0.0,13.815510557964274,9.642317574624458,0.0,0.0,10.150347630467653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TerraGenesis - Space Colony,GAME,4.3,38957,Varies with device,1000000.0,Free,0.0,Everyone,Simulation,2018-08-02,4.9.31,Varies with device,,0,0.0,13.815510557964274,10.570213752738272,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Merge Dragons!,GAME,4.5,214777,91M,5000000.0,Free,0.0,Everyone,Puzzle,2018-07-30,3.6.0,4.1 and up,93184.0,4.1,0.0,15.424948470398375,12.277355559533673,0.0,0.0,11.442331312116304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SHADOWGUN LEGENDS,GAME,4.6,100609,52M,1000000.0,Free,0.0,Teen,Action,2018-07-16,0.5.4,6.0 and up,53248.0,6.0,0.0,13.815510557964274,11.518996995866857,0.0,0.0,10.882715524180881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RULES OF SURVIVAL,GAME,4.2,1343866,56M,10000000.0,Free,0.0,Teen,Action,2018-08-01,1.180271.184729,4.0 and up,57344.0,4.0,0.0,16.11809565095832,14.111061092713667,0.0,0.0,10.956823496334602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mafia City,GAME,4.5,168717,56M,10000000.0,Free,0.0,Mature 17+,Strategy,2018-08-03,1.3.205,2.3 and up,57344.0,2.3,0.0,16.11809565095832,12.03597803405574,0.0,0.0,10.956823496334602,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cash, Inc. Money Clicker Game & Business Adventure",GAME,4.8,549720,85M,10000000.0,Free,0.0,Everyone,Simulation,2018-07-19,2.1.1.4.0,4.4 and up,87040.0,4.4,0.0,16.11809565095832,13.217164336668787,0.0,0.0,11.374123062089769,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dino War: Rise of Beasts,GAME,4.1,18996,81M,1000000.0,Free,0.0,Teen,Strategy,2018-08-01,1.5.2,4.1 and up,82944.0,4.1,0.0,13.815510557964274,9.851983709669012,0.0,0.0,11.325920960271892,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tokyo Ghoul: Dark War,GAME,4.3,25094,82M,1000000.0,Free,0.0,Teen,Role Playing,2018-07-06,1.2.0,4.3 and up,83968.0,4.3,0.0,13.815510557964274,10.130384052719645,0.0,0.0,11.338191052863706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Last Shelter: Survival,GAME,4.4,93033,98M,5000000.0,Free,0.0,Teen,Strategy,2018-08-04,1.250.078,4.0.3 and up,100352.0,4.0.3,0.0,15.424948470398375,11.440709547904705,0.0,0.0,11.516439284270025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Guns of Glory,GAME,4.0,120592,77M,10000000.0,Free,0.0,Everyone 10+,Strategy,2018-07-31,2.0.2,4.0.3 and up,78848.0,4.0.3,0.0,16.11809565095832,11.700168226083251,0.0,0.0,11.275277227453136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lineage 2: Revolution,GAME,4.2,187972,99M,5000000.0,Free,0.0,Teen,Role Playing,2018-07-11,1.05.20,4.4 and up,101376.0,4.4,0.0,15.424948470398375,12.14404829454978,0.0,0.0,11.526591655734043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Final Fantasy XV: A New Empire,GAME,4.0,484981,Varies with device,10000000.0,Free,0.0,Everyone 10+,Strategy,2018-06-15,3.30.4.83,4.1 and up,,4.1,0.0,16.11809565095832,13.091864993894518,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Girls' Frontline,GAME,4.2,2055,96M,100000.0,Free,0.0,Teen,Strategy,2018-05-18,2.0081_206,4.0.3 and up,98304.0,4.0.3,0.0,11.512925464970229,7.628031126930335,0.0,0.0,11.49581999706729,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Chapters: Interactive Stories,GAME,4.5,73539,96M,1000000.0,Free,0.0,Mature 17+,Role Playing,2018-08-02,1.3.3,4.3 and up,98304.0,4.3,0.0,13.815510557964274,11.205571156720927,0.0,0.0,11.49581999706729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Honkai Impact 3rd,GAME,4.7,59017,82M,1000000.0,Free,0.0,Teen,Action,2018-07-03,2.2.1,4.3 and up,83968.0,4.3,0.0,13.815510557964274,10.98558081697799,0.0,0.0,11.338191052863706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master of Eternity(MOE),GAME,4.2,5829,70M,100000.0,Free,0.0,Teen,Strategy,2018-07-26,1.8.2,4.4 and up,71680.0,4.4,0.0,11.512925464970229,8.67060073804555,0.0,0.0,11.179967047648812,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Game of Life,GAME,4.4,18621,63M,100000.0,Paid,2.99,Everyone,Board,2018-07-04,2.1.2,4.4 and up,64512.0,4.4,299000.0,11.512925464970229,9.832045255081763,1.095273387402595,12.608198852372823,11.074606531990986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Clue,GAME,4.6,19922,35M,100000.0,Paid,1.99,Everyone 10+,Board,2018-07-30,2.2.5,5.0 and up,35840.0,5.0,199000.0,11.512925464970229,9.89957992770511,0.688134638736401,12.201060103706629,10.486819867088867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Room: Old Sins,GAME,4.9,21119,48M,100000.0,Paid,4.99,Everyone,Puzzle,2018-04-18,1.0.1,4.4 and up,49152.0,4.4,499000.0,11.512925464970229,9.957928388214375,1.6074359097634274,13.120361374733656,10.802672816507345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Escapists,GAME,4.4,7412,84M,100000.0,Paid,4.99,Teen,Strategy,2018-04-26,1.1.0,2.3 and up,86016.0,2.3,499000.0,11.512925464970229,8.91085558740525,1.6074359097634274,13.120361374733656,11.362288604442767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Farming Simulator 18,GAME,4.5,18125,15M,100000.0,Paid,4.99,Everyone,Simulation,2018-07-09,Varies with device,4.4 and up,15360.0,4.4,499000.0,11.512925464970229,9.805047479722875,1.6074359097634274,13.120361374733656,9.639522006701663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RollerCoaster Tycoon® Classic,GAME,4.6,10795,69M,100000.0,Paid,5.99,Everyone,Simulation,2017-12-21,1.2.1.1712080,4.0.3 and up,70656.0,4.0.3,599000.0,11.512925464970229,9.286838342948908,1.7900914121273581,13.303016877097587,11.165578310196713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Call of Duty:Black Ops Zombies,GAME,4.2,13004,46M,100000.0,Paid,6.99,Teen,Action,2016-12-20,1.0.11,2.3.3 and up,47104.0,2.3.3,699000.0,11.512925464970229,9.473012281423795,1.944480556245719,13.457406021215947,10.760113202088547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars ™: DIRTY,GAME,4.5,38207,15M,100000.0,Paid,9.99,Teen,Role Playing,2015-10-19,1.0.6,4.1 and up,15360.0,4.1,999000.0,11.512925464970229,10.550774023880454,2.301584592660462,13.81451005763069,9.639522006701663,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Monument Valley 2,GAME,4.6,9394,33M,100000.0,Paid,4.99,Everyone,Puzzle,2017-11-30,1.2.9,4.4 and up,33792.0,4.4,499000.0,11.512925464970229,9.14782646658694,1.6074359097634274,13.120361374733656,10.427979367065934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DRAGON BALL LEGENDS,GAME,4.6,337913,48M,5000000.0,Free,0.0,Teen,Action,2018-08-03,1.11.0,6.0 and up,49152.0,6.0,0.0,15.424948470398375,12.7305437448833,0.0,0.0,10.802672816507345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROBLOX,GAME,4.5,4449882,67M,100000000.0,Free,0.0,Everyone 10+,Adventure,2018-07-31,2.347.225742,4.1 and up,68608.0,4.1,0.0,18.420680743952367,15.308388136936912,0.0,0.0,11.136164424990419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candy Crush Saga,GAME,4.4,22429716,74M,500000000.0,Free,0.0,Everyone,Casual,2018-07-05,1.129.0.2,4.1 and up,75776.0,4.1,0.0,20.030118656386467,16.92589724480232,0.0,0.0,11.235536898803623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Angry Birds 2,GAME,4.6,3883589,57M,100000000.0,Free,0.0,Everyone,Casual,2018-07-26,2.21.1,4.1 and up,58368.0,4.1,0.0,18.420680743952367,15.17227028405059,0.0,0.0,10.974523073434003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8 Ball Pool,GAME,4.5,14200550,52M,100000000.0,Free,0.0,Everyone,Sports,2018-07-31,4.0.0,4.0.3 and up,53248.0,4.0.3,0.0,18.420680743952367,16.468791254215777,0.0,0.0,10.882715524180881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fallout Shelter,GAME,4.6,2719142,25M,10000000.0,Free,0.0,Teen,Simulation,2018-06-11,1.13.12,4.1 and up,25600.0,4.1,0.0,16.11809565095832,14.815826947333676,0.0,0.0,10.150347630467653,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harry Potter: Hogwarts Mystery,GAME,4.4,1107197,Varies with device,10000000.0,Free,0.0,Teen,Adventure,2018-08-01,1.8.2,4.4 and up,,4.4,0.0,16.11809565095832,13.917342154304299,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBG MOBILE,GAME,4.4,3716278,36M,50000000.0,Free,0.0,Teen,Action,2018-07-24,0.7.0,4.3 and up,36864.0,4.3,0.0,17.72753356339242,15.12823318774302,0.0,0.0,10.514990744055563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sims™ FreePlay,GAME,4.3,931595,31M,10000000.0,Free,0.0,Teen,Simulation,2018-07-16,5.39.1,4.0.3 and up,31744.0,4.0.3,0.0,16.11809565095832,13.744653449867572,0.0,0.0,10.3654590100846,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MARVEL Strike Force,GAME,4.3,165928,91M,5000000.0,Free,0.0,Teen,Role Playing,2018-07-31,1.4.0,4.4 and up,93184.0,4.4,0.0,15.424948470398375,12.019309238308715,0.0,0.0,11.442331312116304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Best Fiends - Free Puzzle Game,GAME,4.6,1480189,Varies with device,10000000.0,Free,0.0,Everyone,Casual,2018-08-02,5.8.1,Varies with device,,0,0.0,16.11809565095832,14.207680340289704,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARVEL Contest of Champions,GAME,4.3,2468063,92M,50000000.0,Free,0.0,Teen,Action,2018-07-30,19.1.0,4.0.3 and up,94208.0,4.0.3,0.0,17.72753356339242,14.718944190423915,0.0,0.0,11.453260382648493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
